gameId,season,gameType,date,homeTeamId,homeTeamAbbrev,homeTeamName,homeScore,awayTeamId,awayTeamAbbrev,awayTeamName,awayScore,gameState,gameScheduleState
2024021105,20242025,2,2025-03-22,25,DAL,Stars,3.0,4,PHI,Flyers,2.0,OFF,OK
2024021106,20242025,2,2025-03-22,30,MIN,Wild,4.0,7,BUF,Sabres,1.0,OFF,OK
2024021107,20242025,2,2025-03-22,19,STL,Blues,4.0,16,CHI,Blackhawks,1.0,OFF,OK
2024021108,20242025,2,2025-03-22,2,NYI,Islanders,3.0,20,CGY,Flames,4.0,OFF,OK
2024021109,20242025,2,2025-03-22,26,LAK,Kings,7.0,12,CAR,Hurricanes,2.0,OFF,OK
2024021110,20242025,2,2025-03-22,15,WSH,Capitals,6.0,13,FLA,Panthers,3.0,OFF,OK
2024021111,20242025,2,2025-03-22,59,UTA,Utah Hockey Club,6.0,14,TBL,Lightning,4.0,OFF,OK
2024021112,20242025,2,2025-03-22,8,MTL,Canadiens,4.0,21,COL,Avalanche,5.0,OFF,OK
2024021113,20242025,2,2025-03-22,1,NJD,Devils,2.0,9,OTT,Senators,3.0,OFF,OK
2024021114,20242025,2,2025-03-22,18,NSH,Predators,5.0,10,TOR,Maple Leafs,2.0,OFF,OK
2024021115,20242025,2,2025-03-22,54,VGK,Golden Knights,6.0,17,DET,Red Wings,3.0,OFF,OK
2024021116,20242025,2,2025-03-22,22,EDM,Oilers,5.0,55,SEA,Kraken,4.0,OFF,OK
2024021117,20242025,2,2025-03-22,28,SJS,Sharks,3.0,6,BOS,Bruins,1.0,OFF,OK
2024021118,20242025,2,2025-03-23,16,CHI,Blackhawks,7.0,4,PHI,Flyers,4.0,OFF,OK
2024021119,20242025,2,2025-03-23,52,WPG,Jets,3.0,7,BUF,Sabres,5.0,OFF,OK
2024021120,20242025,2,2025-03-23,13,FLA,Panthers,4.0,5,PIT,Penguins,3.0,OFF,OK
2024021121,20242025,2,2025-03-23,19,STL,Blues,4.0,18,NSH,Predators,1.0,OFF,OK
2024021122,20242025,2,2025-03-23,54,VGK,Golden Knights,4.0,14,TBL,Lightning,2.0,OFF,OK
2024021123,20242025,2,2025-03-23,24,ANA,Ducks,2.0,12,CAR,Hurricanes,5.0,OFF,OK
2024021124,20242025,2,2025-03-23,26,LAK,Kings,7.0,6,BOS,Bruins,2.0,OFF,OK
2024021125,20242025,2,2025-03-24,1,NJD,Devils,3.0,23,VAN,Canucks,4.0,OFF,OK
2024021126,20242025,2,2025-03-24,2,NYI,Islanders,3.0,29,CBJ,Blue Jackets,4.0,OFF,OK
2024021127,20242025,2,2025-03-24,25,DAL,Stars,3.0,30,MIN,Wild,0.0,OFF,OK
